Timestamp,Batch_ID,Product_Code,Machine_ID,Shift,Material_Type,Target_Tube_OD_mm,Target_Tube_ID_mm,Target_Wall_Thickness_mm,OD_Tolerance_mm,ID_Tolerance_mm,Wall_Tolerance_mm,Braid_Layers_Planned,Braid_Type_Planned,Cover_Required,Final_Customer_OD_mm,Vacuum_bar,Screw_RPM,Zone1_Temp_C,Zone2_Temp_C,Zone3_Temp_C,Die_Temp_C,Melt_Pressure_bar,Puller_Speed_m_min,Line_Speed_m_min,Cooling_Water_Temp_C,Material_Moisture_pct,Actual_Tube_OD_mm,Actual_Tube_ID_mm,Actual_Wall_Thickness_mm,OD_Deviation_mm,ID_Deviation_mm,Wall_Deviation_mm,Adjustment_Count,Defect_Status,Defect_Type
2026-01-03 15:57:00,B101279,TP-107,EXT-02,A,Hytrel,16.0,13.5,1.25,0.2,0.2,0.1,1,Polyester,Yes,17.816,-0.6921,61.26,168.79,189.87,197.04,195.5,221.44,10.809,10.795,19.89,0.071,15.988,13.436,1.283,-0.012,-0.064,0.033,1,Pass,None
2026-01-03 16:00:00,B101280,TP-115,EXT-01,A,PA11,8.0,6.5,0.75,0.1,0.1,0.1,1,Aramid,Yes,9.256,-0.5575,51.66,194.67,203.74,219.58,211.39,159.19,16.168,16.504,21.81,0.0621,8.072,6.589,0.758,0.072,0.089,0.008,3,Fail,Temperature Instability
2026-01-03 16:03:00,B101281,TP-114,EXT-02,A,PA11,12.0,10.5,0.75,0.15,0.15,0.12,1,Aramid,Yes,14.098,-0.539,69.83,187.41,200.38,212.8,217.28,191.39,17.38,16.442,22.16,0.1214,12.048,10.514,0.775,0.048,0.014,0.025,0,Pass,None
2026-01-03 16:06:00,B101282,TP-112,EXT-01,A,PA11,16.0,13.5,1.25,0.2,0.2,0.15,2,Polyester,Yes,19.328,-0.7228,70.5,189.27,204.3,214.7,213.75,217.24,14.741,15.061,18.54,0.0509,16.116,13.583,1.276,0.116,0.083,0.026,1,Pass,None
2026-01-03 16:09:00,B101283,TP-117,EXT-03,A,Hytrel,4.0,1.5,1.25,0.1,0.1,0.1,3,Aramid,Yes,7.308,-0.4531,54.94,179.04,181.22,198.61,199.83,133.51,18.443,17.874,22.83,0.0868,4.085,1.631,1.24,0.085,0.131,-0.01,2,Fail,ID Out of Tolerance
2026-01-03 16:12:00,B101284,TP-118,EXT-02,B,PVDF,16.0,13.5,1.25,0.2,0.2,0.08,1,Aramid,Yes,17.519,-0.7189,55.64,212.59,214.81,215.7,228.94,212.54,7.952,8.344,25.82,0.0361,15.969,13.45,1.256,-0.031,-0.05,0.006,2,Fail,Temperature Instability
2026-01-03 16:15:00,B101285,TP-116,EXT-03,A,PVDF,6.0,3.5,1.25,0.1,0.1,0.15,2,SS Wire,No,6.982,-0.6146,49.64,212.4,220.42,224.47,219.23,161.3,16.12,15.824,21.95,0.0726,6.153,3.61,1.274,0.153,0.11,0.024,3,Fail,ID Out of Tolerance
2026-01-03 16:18:00,B101286,TP-112,EXT-01,C,PA11,12.0,9.5,1.25,0.15,0.15,0.1,0,None,No,12.0,-0.6519,55.58,193.33,206.54,211.79,208.72,200.16,14.784,14.93,21.33,0.0822,11.925,9.417,1.253,-0.075,-0.083,0.003,1,Pass,None
2026-01-03 16:21:00,B101287,TP-120,EXT-02,B,PA11,16.0,14.5,0.75,0.2,0.2,0.08,2,Polyester,No,17.527,-0.7013,67.12,193.38,202.92,201.64,211.88,229.09,12.411,12.381,19.1,0.0841,15.979,14.54,0.72,-0.021,0.04,-0.03,1,Pass,None
2026-01-03 16:24:00,B101288,TP-112,EXT-01,C,PA11,16.0,13.5,1.25,0.2,0.2,0.12,1,SS Wire,No,16.594,-0.7182,69.7,197.38,203.8,208.86,214.26,196.58,12.859,13.214,21.32,0.0664,15.95,13.506,1.217,-0.05,0.006,-0.033,2,Pass,None
2026-01-03 16:27:00,B101289,TP-113,EXT-02,B,Hytrel,8.0,3.0,2.5,0.1,0.1,0.15,2,SS Wire,Yes,10.249,-0.6412,54.83,170.7,189.48,194.68,194.06,158.01,16.837,16.89,23.35,0.1526,8.023,3.009,2.505,0.023,0.009,0.005,1,Pass,None
2026-01-03 16:30:00,B101290,TP-104,EXT-03,B,PA11,12.0,10.5,0.75,0.15,0.15,0.1,3,Polyester,No,13.457,-0.5941,54.44,199.31,205.73,205.07,208.94,203.16,13.639,14.189,21.98,0.0595,11.91,10.515,0.694,-0.09,0.015,-0.056,1,Pass,None
2026-01-03 16:33:00,B101291,TP-107,EXT-01,B,Hytrel,4.0,2.5,0.75,0.1,0.1,0.1,2,SS Wire,No,5.264,-0.4451,44.29,174.06,187.19,191.12,196.75,112.85,18.186,17.934,20.9,0.0869,3.899,2.379,0.751,-0.101,-0.121,0.001,1,Fail,ID Out of Tolerance
2026-01-03 16:36:00,B101292,TP-119,EXT-03,C,Hytrel,10.0,6.0,2.0,0.15,0.15,0.1,1,Aramid,Yes,11.359,-0.6438,59.1,178.04,184.07,200.35,203.31,202.6,15.231,14.869,24.51,0.0608,10.061,5.954,2.023,0.061,-0.046,0.023,1,Pass,None
2026-01-03 16:39:00,B101293,TP-110,EXT-02,A,PA11,20.0,17.0,1.5,0.2,0.2,0.15,1,SS Wire,No,20.803,-0.8066,73.6,190.01,204.55,195.68,204.39,216.63,9.734,9.505,21.35,0.048,19.968,16.939,1.515,-0.032,-0.061,0.015,4,Fail,Temperature Instability
2026-01-03 16:42:00,B101294,TP-111,EXT-03,C,PA11,6.0,4.0,1.0,0.1,0.1,0.15,0,None,Yes,7.472,-0.5703,51.1,187.38,210.83,211.09,202.39,138.67,20.623,20.845,20.93,0.041,6.018,4.12,0.968,0.018,0.12,-0.032,1,Fail,ID Out of Tolerance
2026-01-03 16:45:00,B101295,TP-117,EXT-01,A,PA11,6.0,2.0,2.0,0.1,0.1,0.15,2,Aramid,No,7.035,-0.5466,51.05,193.85,199.31,214.65,219.94,160.58,16.442,16.679,22.35,0.0464,6.021,1.987,2.024,0.021,-0.013,0.024,0,Pass,None
2026-01-03 16:48:00,B101296,TP-107,EXT-03,A,PA12,12.0,10.0,1.0,0.15,0.15,0.08,2,Polyester,Yes,14.688,-0.569,59.05,187.95,197.49,204.89,201.88,156.88,10.542,10.092,25.27,0.0919,12.01,9.908,1.049,0.01,-0.092,0.049,0,Pass,None
2026-01-03 16:51:00,B101297,TP-106,EXT-02,C,PA12,10.0,7.0,1.5,0.15,0.15,0.15,2,Aramid,No,10.986,-0.5505,57.35,186.58,196.46,210.63,206.38,160.54,18.71,18.413,21.61,0.1272,9.853,6.89,1.465,-0.147,-0.11,-0.035,1,Pass,None
2026-01-03 16:54:00,B101298,TP-101,EXT-01,C,PU,10.0,7.0,1.5,0.15,0.15,0.1,1,Aramid,No,10.493,-0.6395,59.58,166.39,187.65,183.29,182.0,147.88,13.977,14.078,19.79,0.0917,10.039,7.055,1.481,0.039,0.055,-0.019,0,Pass,None
2026-01-03 16:57:00,B101299,TP-105,EXT-01,A,PA11,6.0,4.0,1.0,0.1,0.1,0.15,2,Aramid,No,7.279,-0.4334,53.55,198.1,199.16,206.38,211.79,162.05,18.92,19.356,23.36,0.0602,5.857,3.934,0.939,-0.143,-0.066,-0.061,2,Fail,OD Out of Tolerance
2026-01-03 17:00:00,B101300,TP-111,EXT-03,B,PA12,6.0,2.0,2.0,0.1,0.1,0.15,1,Polyester,Yes,8.146,-0.5743,50.52,195.77,197.36,204.96,207.46,161.79,16.074,15.829,21.17,0.0528,6.062,1.888,2.092,0.062,-0.112,0.092,2,Fail,ID Out of Tolerance
2026-01-03 17:03:00,B101301,TP-115,EXT-03,B,Hytrel,16.0,13.0,1.5,0.2,0.2,0.12,1,Aramid,Yes,17.493,-0.7662,64.15,182.01,186.54,193.47,204.44,211.26,13.825,13.325,23.39,0.0754,16.139,13.093,1.513,0.139,0.093,0.013,3,Pass,None
2026-01-03 17:06:00,B101302,TP-107,EXT-01,A,PU,8.0,6.0,1.0,0.1,0.1,0.15,0,None,Yes,9.655,-0.6203,52.76,168.11,172.98,182.71,190.88,,16.313,16.664,16.88,0.0438,8.057,6.084,1.0,0.057,0.084,0.0,0,Pass,None
2026-01-03 17:09:00,B101303,TP-109,EXT-02,B,PA12,16.0,12.0,2.0,0.2,0.2,0.08,2,Aramid,No,17.598,-0.7864,60.5,180.45,192.77,204.28,202.87,216.68,14.601,13.989,22.09,0.1042,16.003,12.024,1.96,0.003,0.024,-0.04,0,Pass,None
2026-01-03 17:12:00,B101304,TP-105,EXT-03,C,PU,10.0,7.0,1.5,0.15,0.15,0.12,0,None,Yes,11.659,-0.5975,52.03,169.51,180.27,181.83,180.37,169.32,15.115,15.304,21.38,0.0827,9.98,6.914,1.526,-0.02,-0.086,0.026,0,Pass,None
2026-01-03 17:15:00,B101305,TP-117,EXT-02,B,PVDF,8.0,3.0,2.5,0.1,0.1,0.08,2,SS Wire,Yes,10.471,-0.6231,55.92,209.69,220.83,221.65,230.0,196.21,15.22,14.461,19.6,0.0453,7.975,2.918,2.541,-0.025,-0.082,0.041,1,Pass,None
2026-01-03 17:18:00,B101306,TP-111,EXT-01,B,Hytrel,6.0,2.0,2.0,0.1,0.1,0.12,2,SS Wire,Yes,8.625,-0.5864,46.84,180.09,185.76,190.51,195.92,130.26,17.763,17.721,18.97,0.1369,6.016,2.109,1.937,0.016,0.109,-0.063,4,Fail,ID Out of Tolerance
2026-01-03 17:21:00,B101307,TP-103,EXT-02,C,Hytrel,12.0,10.0,1.0,0.15,0.15,0.1,2,SS Wire,No,13.269,-0.6691,62.87,172.44,193.64,196.67,195.11,157.03,13.912,13.788,21.3,0.0407,12.109,9.853,1.111,0.109,-0.147,0.111,4,Fail,Wall Thickness Variation
2026-01-03 17:24:00,B101308,TP-113,EXT-02,A,PA12,6.0,1.0,2.5,0.1,0.1,0.15,2,Polyester,No,7.634,-0.6244,50.14,190.4,189.0,201.0,212.74,192.45,13.827,13.554,19.33,0.0716,6.145,1.011,2.56,0.145,0.011,0.06,1,Fail,OD Out of Tolerance
2026-01-03 17:27:00,B101309,TP-107,EXT-01,B,PVDF,20.0,18.5,0.75,0.2,0.2,0.1,3,Polyester,No,22.267,-0.8063,74.1,213.25,212.97,220.03,220.97,228.81,9.917,10.421,14.59,0.1019,20.035,18.42,0.793,0.035,-0.08,0.043,1,Pass,None
2026-01-03 17:30:00,B101310,TP-118,EXT-03,A,PA11,8.0,5.5,1.25,0.1,0.1,0.15,3,Polyester,Yes,11.569,-0.5221,56.38,188.07,199.7,205.71,211.53,127.56,21.564,21.535,19.06,0.0974,7.88,5.413,1.228,-0.12,-0.087,-0.022,3,Fail,OD Out of Tolerance
2026-01-03 17:33:00,B101311,TP-106,EXT-01,C,PVDF,16.0,13.0,1.5,0.2,0.2,0.1,0,None,No,16.0,-0.6393,68.61,209.74,217.96,225.82,230.52,216.75,9.522,9.463,18.95,0.0528,16.065,12.937,1.535,0.065,-0.063,0.035,5,Pass,None
2026-01-03 17:36:00,B101312,TP-118,EXT-03,A,Hytrel,10.0,7.0,1.5,0.15,0.15,0.08,1,Polyester,No,10.588,-0.5286,53.62,173.75,186.2,197.68,193.28,149.39,15.934,15.844,22.07,0.0581,9.894,6.971,1.476,-0.106,-0.029,-0.024,1,Pass,None
2026-01-03 17:39:00,B101313,TP-114,EXT-03,C,PA12,8.0,6.0,1.0,0.1,0.1,0.12,1,SS Wire,No,8.789,-0.5281,55.24,186.58,197.2,208.0,213.19,184.41,15.963,15.694,19.03,0.0455,7.96,6.068,0.955,-0.04,0.068,-0.045,1,Pass,None
2026-01-03 17:42:00,B101314,TP-103,EXT-03,B,PA12,10.0,8.0,1.0,0.15,0.15,0.08,0,None,Yes,11.74,-0.6172,59.69,183.21,199.94,205.86,203.95,188.56,18.806,19.445,22.0,0.0772,9.917,7.939,0.981,-0.083,-0.061,-0.019,0,Pass,None
2026-01-03 17:45:00,B101315,TP-116,EXT-03,A,Hytrel,10.0,6.0,2.0,0.15,0.15,0.12,1,Aramid,Yes,11.437,-0.6601,48.24,175.6,193.83,197.14,197.72,221.75,13.5,13.368,19.62,0.1012,10.031,6.057,1.964,0.031,0.057,-0.036,1,Pass,None
2026-01-03 17:48:00,B101316,TP-115,EXT-01,C,Hytrel,10.0,5.0,2.5,0.15,0.15,0.1,2,SS Wire,No,11.699,-0.6135,64.51,175.63,191.21,194.78,195.23,184.62,15.682,16.332,23.96,0.0296,10.074,5.048,2.501,0.074,0.048,0.001,0,Pass,None
2026-01-03 17:51:00,B101317,TP-110,EXT-01,A,PA12,20.0,16.0,2.0,0.2,0.2,0.15,3,SS Wire,Yes,23.083,-0.8211,81.33,188.65,198.22,206.82,197.04,217.09,12.235,11.946,22.94,0.0899,20.075,15.999,2.047,0.075,-0.001,0.047,1,Pass,None
2026-01-03 17:54:00,B101318,TP-104,EXT-03,A,PU,12.0,9.0,1.5,0.15,0.15,0.1,2,Polyester,Yes,14.485,-0.63,63.54,170.56,177.68,186.76,186.32,179.27,14.277,14.284,21.25,0.0561,12.08,9.215,1.441,0.08,0.215,-0.059,1,Fail,ID Out of Tolerance
2026-01-03 17:57:00,B101319,TP-110,EXT-03,B,PU,4.0,2.0,1.0,0.1,0.1,0.1,0,None,Yes,5.119,-0.4001,51.63,171.86,182.41,182.08,191.17,129.68,16.818,16.651,22.36,0.0671,3.948,1.916,1.008,-0.052,-0.084,0.008,1,Pass,None
2026-01-03 18:00:00,B101320,TP-113,EXT-03,C,Hytrel,4.0,2.0,1.0,0.1,0.1,0.12,1,SS Wire,No,4.638,-0.4772,50.54,174.39,195.54,190.7,193.86,145.94,18.16,17.879,23.44,0.0434,3.959,1.91,1.03,-0.041,-0.09,0.03,1,Pass,None
2026-01-03 18:03:00,B101321,TP-103,EXT-02,B,PA11,4.0,2.0,1.0,0.1,0.1,0.15,3,SS Wire,Yes,7.288,-0.3845,45.98,193.44,205.55,215.41,210.49,106.03,17.643,17.577,22.15,0.053,3.938,2.076,0.911,-0.062,0.076,-0.089,0,Pass,None
2026-01-03 18:06:00,B101322,TP-107,EXT-02,B,PA12,12.0,10.5,0.75,0.15,0.15,0.08,2,Polyester,Yes,15.081,-0.673,58.25,182.61,196.04,205.5,205.93,179.9,14.038,14.621,22.35,0.1716,11.977,10.475,0.75,-0.023,-0.025,-0.0,3,Fail,Moisture Related Defect
2026-01-03 18:09:00,B101323,TP-115,EXT-01,B,PU,6.0,3.0,1.5,0.1,0.1,0.12,3,Aramid,Yes,9.197,,55.22,166.56,179.04,189.21,190.14,137.74,18.975,19.426,16.73,0.0601,6.022,3.093,1.448,0.022,0.093,-0.052,2,Pass,None
2026-01-03 18:12:00,B101324,TP-112,EXT-01,A,PA11,8.0,5.5,1.25,0.1,0.1,0.1,1,Aramid,Yes,10.162,-0.5536,48.33,192.17,205.32,205.6,211.56,154.77,17.125,17.134,20.7,0.0697,7.829,5.384,1.226,-0.171,-0.116,-0.024,4,Fail,ID Out of Tolerance
2026-01-03 18:15:00,B101325,TP-120,EXT-02,A,PU,16.0,11.0,2.5,0.2,0.2,0.15,1,Polyester,Yes,17.968,-0.7998,59.1,163.31,175.78,183.38,188.09,247.89,13.793,13.315,20.05,0.0464,15.91,10.974,2.462,-0.09,-0.026,-0.038,1,Pass,None
2026-01-03 18:18:00,B101326,TP-105,EXT-01,A,PA11,4.0,2.0,1.0,0.1,0.1,0.12,1,SS Wire,Yes,5.331,-0.4509,45.61,194.24,206.46,204.49,213.14,157.05,18.795,18.907,24.63,0.2238,3.894,1.885,1.001,-0.106,-0.115,0.001,3,Fail,ID Out of Tolerance
2026-01-03 18:21:00,B101327,TP-116,EXT-01,A,Hytrel,6.0,3.0,1.5,0.1,0.1,0.15,3,SS Wire,Yes,8.749,-0.4716,53.68,176.38,189.06,197.59,195.91,169.14,19.028,18.843,21.02,0.0863,5.975,3.117,1.428,-0.025,0.117,-0.072,3,Fail,ID Out of Tolerance
2026-01-03 18:24:00,B101328,TP-109,EXT-01,C,PA12,4.0,2.5,0.75,0.1,0.1,0.1,1,Aramid,Yes,5.381,-0.3791,43.27,187.62,202.66,202.54,214.76,147.46,20.548,20.21,20.31,0.0693,3.713,2.323,0.672,-0.287,-0.177,-0.078,3,Fail,ID Out of Tolerance
2026-01-03 18:27:00,B101329,TP-105,EXT-01,B,PA12,6.0,4.0,1.0,0.1,0.1,0.1,1,SS Wire,Yes,7.689,-0.5045,49.27,191.9,194.09,202.78,203.9,145.24,16.784,17.007,23.45,0.1059,6.005,4.081,0.962,0.005,0.081,-0.038,0,Pass,None
2026-01-03 18:30:00,B101330,TP-120,EXT-03,B,PU,4.0,1.5,1.25,0.1,0.1,0.15,2,Polyester,Yes,6.818,-0.5813,47.07,165.29,171.03,192.82,190.81,141.13,19.675,19.227,18.2,0.0821,4.131,1.605,1.276,0.131,0.105,0.026,7,Fail,ID Out of Tolerance
2026-01-03 18:33:00,B101331,TP-113,EXT-03,C,Hytrel,12.0,8.0,2.0,0.15,0.15,0.08,1,Polyester,Yes,13.583,-0.6445,53.74,180.4,186.43,197.67,203.1,166.69,12.267,12.303,21.78,0.0648,11.997,8.01,1.994,-0.003,0.01,-0.006,0,Pass,None
2026-01-03 18:36:00,B101332,TP-111,EXT-03,C,Hytrel,16.0,14.0,1.0,0.2,0.2,0.12,1,SS Wire,Yes,17.498,-0.6696,52.2,182.77,188.09,197.62,197.45,182.79,8.744,8.901,17.06,0.0661,15.93,13.919,1.018,-0.07,-0.081,0.018,1,Pass,None
2026-01-03 18:39:00,B101333,TP-106,EXT-01,C,PVDF,6.0,2.0,2.0,0.1,0.1,0.15,3,Aramid,Yes,9.955,-0.5686,45.27,212.53,210.8,220.19,228.24,164.28,20.588,20.818,20.2,0.035,5.872,1.973,1.944,-0.128,-0.027,-0.056,1,Fail,OD Out of Tolerance
2026-01-03 18:42:00,B101334,TP-118,EXT-02,B,PVDF,10.0,7.0,1.5,0.15,0.15,0.15,1,Polyester,Yes,11.366,-0.6028,57.3,206.25,215.57,217.57,230.12,157.84,14.9,14.451,20.84,0.0594,9.921,6.858,1.534,-0.079,-0.142,0.034,1,Pass,None
2026-01-03 18:45:00,B101335,TP-101,EXT-03,C,PU,8.0,3.0,2.5,0.1,0.1,0.12,1,Aramid,Yes,9.926,-0.6333,55.63,163.11,183.13,188.88,186.51,191.42,16.854,17.44,25.64,0.0558,8.049,3.025,2.516,0.049,0.025,0.016,1,Pass,None
2026-01-03 18:48:00,B101336,TP-103,EXT-02,C,PA12,4.0,2.0,1.0,0.1,0.1,0.1,0,None,Yes,5.199,-0.493,50.07,184.16,200.13,196.04,200.42,138.11,15.995,16.088,21.63,0.0809,4.052,2.091,0.989,0.052,0.091,-0.011,2,Pass,None
2026-01-03 18:51:00,B101337,TP-104,EXT-02,A,Hytrel,10.0,8.0,1.0,0.15,0.15,0.15,3,SS Wire,Yes,13.172,-0.5492,59.05,170.65,188.55,192.99,197.0,166.64,13.212,13.202,19.77,0.0636,10.19,8.131,1.041,0.19,0.131,0.041,3,Fail,OD Out of Tolerance
2026-01-03 18:54:00,B101338,TP-114,EXT-03,A,PU,12.0,7.0,2.5,0.15,0.15,0.08,2,Polyester,Yes,15.084,-0.621,55.67,169.74,173.78,181.75,194.58,190.08,13.317,12.843,21.67,0.0953,11.98,7.001,2.472,-0.02,0.001,-0.028,0,Pass,None
2026-01-03 18:57:00,B101339,TP-103,EXT-03,B,PA11,6.0,4.0,1.0,0.1,0.1,0.15,3,Polyester,Yes,9.088,-0.5802,46.2,194.99,208.0,206.3,215.28,158.11,18.457,18.159,25.6,0.0732,5.967,4.002,0.973,-0.033,0.002,-0.027,2,Pass,None
2026-01-03 19:00:00,B101340,TP-116,EXT-03,C,PA12,16.0,14.0,1.0,0.2,0.2,0.08,2,Polyester,No,16.905,-0.726,66.28,187.47,196.33,203.24,208.31,217.2,11.87,11.735,16.86,0.0479,16.007,13.949,1.035,0.007,-0.051,0.035,0,Pass,None
2026-01-03 19:03:00,B101341,TP-104,EXT-02,C,PU,20.0,16.0,2.0,0.2,0.2,0.12,2,Aramid,Yes,22.909,-0.8815,68.94,161.5,178.38,180.78,191.02,223.16,10.396,10.375,23.93,0.1368,20.068,16.091,1.993,0.068,0.091,-0.007,1,Pass,None
2026-01-03 19:06:00,B101342,TP-114,EXT-02,C,Hytrel,4.0,2.0,1.0,0.1,0.1,0.1,0,None,Yes,4.761,-0.4043,52.14,175.54,189.63,190.14,197.42,129.56,16.86,16.97,,0.0588,3.971,1.855,1.058,-0.029,-0.145,0.058,2,Fail,ID Out of Tolerance
2026-01-03 19:09:00,B101343,TP-116,EXT-03,C,Hytrel,6.0,4.5,0.75,0.1,0.1,0.15,1,Aramid,Yes,8.284,-0.4751,52.31,182.52,188.69,196.02,198.12,143.61,19.398,19.264,21.71,0.0898,5.96,4.51,0.758,-0.04,0.01,0.008,2,Pass,None
2026-01-03 19:12:00,B101344,TP-118,EXT-03,A,PVDF,8.0,3.0,2.5,0.1,0.1,0.12,0,None,No,8.0,-0.7015,59.62,209.44,223.97,229.27,226.28,184.78,17.963,18.46,21.22,0.0388,8.089,2.971,2.56,0.089,-0.029,0.06,2,Pass,None
2026-01-03 19:15:00,B101345,TP-106,EXT-02,B,Hytrel,16.0,13.0,1.5,0.2,0.2,0.15,2,SS Wire,No,17.134,-0.7234,62.07,180.13,190.3,188.05,199.91,216.55,11.929,11.785,25.59,0.099,15.894,12.907,1.497,-0.106,-0.093,-0.003,1,Pass,None
2026-01-03 19:18:00,B101346,TP-102,EXT-02,A,PA11,4.0,2.0,1.0,0.1,0.1,0.15,3,Polyester,Yes,7.454,-0.4998,52.94,205.23,204.35,210.78,210.86,137.16,19.431,19.489,23.8,0.0335,4.061,1.999,1.014,0.061,-0.001,0.014,0,Pass,None
2026-01-03 19:21:00,B101347,TP-116,EXT-02,B,PA11,10.0,7.0,1.5,0.15,0.15,0.15,1,Polyester,No,10.82,-0.6465,66.17,193.31,202.65,212.17,211.74,190.75,15.059,15.446,19.41,0.1674,10.129,7.065,1.544,0.129,0.065,0.044,2,Fail,Moisture Related Defect
2026-01-03 19:24:00,B101348,TP-109,EXT-01,A,PA11,10.0,8.0,1.0,0.15,0.15,0.08,1,SS Wire,Yes,12.388,-0.5484,56.27,183.37,204.73,211.79,216.52,169.56,14.892,14.69,22.06,0.0953,9.977,7.952,1.013,-0.023,-0.048,0.013,3,Pass,None
2026-01-03 19:27:00,B101349,TP-119,EXT-02,A,PA12,4.0,2.0,1.0,0.1,0.1,0.1,1,Aramid,Yes,6.355,-0.4414,50.1,182.6,197.16,204.12,207.22,113.86,18.111,17.622,25.11,0.0635,3.931,1.975,0.979,-0.069,-0.025,-0.021,1,Pass,None
2026-01-03 19:30:00,B101350,TP-104,EXT-02,C,PU,4.0,2.5,0.75,0.1,0.1,0.1,2,Aramid,No,5.302,-0.4661,42.95,168.22,178.76,182.61,190.26,160.07,19.358,19.202,23.34,0.0905,3.958,2.474,0.766,-0.042,-0.026,0.016,1,Pass,None
2026-01-03 19:33:00,B101351,TP-112,EXT-03,C,PU,4.0,2.5,0.75,0.1,0.1,0.08,3,Aramid,Yes,6.484,-0.5071,52.07,167.07,176.63,188.03,190.59,153.64,16.594,16.903,22.66,0.0396,4.058,2.347,0.854,0.058,-0.153,0.104,2,Fail,Wall Thickness Variation
2026-01-03 19:36:00,B101352,TP-103,EXT-02,C,PA12,4.0,1.0,1.5,0.1,0.1,0.08,2,SS Wire,Yes,7.136,-0.533,53.25,186.31,196.0,206.34,207.69,120.21,19.104,19.118,18.74,0.0639,4.108,1.072,1.532,0.108,0.072,0.032,2,Fail,OD Out of Tolerance
2026-01-03 19:39:00,B101353,TP-110,EXT-01,B,PA11,10.0,6.0,2.0,0.15,0.15,0.08,2,Aramid,No,11.343,-0.628,53.53,191.38,199.34,202.42,211.6,187.21,19.996,20.222,27.78,0.0979,9.85,5.972,1.953,-0.15,-0.028,-0.047,0,Pass,None
2026-01-03 19:42:00,B101354,TP-101,EXT-03,A,PU,20.0,17.5,1.25,0.2,0.2,0.15,1,Polyester,Yes,22.372,-0.8043,72.93,163.86,176.92,184.12,182.72,253.41,11.33,10.86,23.8,0.0906,20.028,17.602,1.211,0.028,0.102,-0.039,0,Pass,None
2026-01-03 19:45:00,B101355,TP-116,EXT-02,B,PA12,8.0,6.5,0.75,0.1,0.1,0.1,1,Aramid,Yes,9.615,-0.5505,54.6,188.5,196.65,205.22,203.61,152.52,16.464,15.889,26.46,0.0698,8.021,6.463,0.761,0.021,-0.037,0.011,0,Pass,None
2026-01-03 19:48:00,B101356,TP-113,EXT-01,C,Hytrel,6.0,3.5,1.25,0.1,0.1,0.15,1,Aramid,No,6.639,-0.5066,52.35,182.58,195.32,190.63,200.44,166.89,17.148,17.341,22.75,0.0807,5.971,3.594,1.181,-0.029,0.094,-0.069,0,Pass,None
2026-01-03 19:51:00,B101357,TP-102,EXT-03,B,PA11,6.0,2.0,2.0,0.1,0.1,0.15,0,None,No,6.0,-0.627,54.46,198.93,206.97,209.03,215.36,181.99,18.161,18.273,21.95,0.1138,6.071,2.035,2.032,0.071,0.035,0.032,1,Pass,None
2026-01-03 19:54:00,B101358,TP-110,EXT-02,A,Hytrel,20.0,15.0,2.5,0.2,0.2,0.08,2,Aramid,Yes,22.974,-0.8616,72.59,183.82,187.46,196.97,194.04,249.83,8.101,7.771,20.39,0.0969,20.122,15.047,2.533,0.122,0.047,0.033,0,Pass,None
2026-01-03 19:57:00,B101359,TP-109,EXT-02,B,PA12,20.0,16.0,2.0,0.2,0.2,0.15,2,Aramid,Yes,21.854,-0.8115,69.31,183.18,196.31,201.69,209.59,277.57,14.062,13.651,24.44,0.0301,19.897,15.894,1.986,-0.103,-0.106,-0.014,1,Fail,Melt Pressure Abnormality
2026-01-03 20:00:00,B101360,TP-114,EXT-03,C,Hytrel,12.0,9.5,1.25,0.15,0.15,0.08,0,None,No,12.0,-0.5693,62.97,176.92,190.46,195.93,198.87,197.7,16.366,16.298,25.74,0.0698,11.957,9.509,1.225,-0.043,0.009,-0.025,4,Pass,None
2026-01-03 20:03:00,B101361,TP-110,EXT-03,A,PA11,10.0,7.0,1.5,0.15,0.15,0.1,1,Aramid,Yes,11.595,-0.5745,61.56,190.74,210.77,206.04,216.74,179.84,14.34,14.314,24.6,0.0706,10.085,7.054,1.502,0.085,0.054,0.002,0,Pass,None
2026-01-03 20:06:00,B101362,TP-110,EXT-02,C,Hytrel,6.0,4.5,0.75,0.1,0.1,0.15,2,Polyester,Yes,9.396,-0.5144,47.63,179.37,191.19,190.05,206.66,143.99,17.357,16.92,27.64,0.0399,6.065,4.61,0.716,0.065,0.11,-0.034,1,Fail,ID Out of Tolerance
2026-01-03 20:09:00,B101363,TP-117,EXT-02,C,PA12,20.0,17.5,1.25,0.2,0.2,0.1,3,Polyester,No,22.124,-0.7656,69.99,186.67,191.12,207.46,210.3,229.15,9.997,9.963,22.33,0.0435,20.058,17.665,1.184,0.058,0.165,-0.066,0,Pass,None
2026-01-03 20:12:00,B101364,TP-111,EXT-03,C,PA11,4.0,1.0,1.5,0.1,0.1,0.15,0,None,Yes,5.239,-0.5091,38.76,191.1,206.45,214.7,210.24,134.84,18.739,18.221,20.45,0.1373,3.954,0.978,1.5,-0.046,-0.022,0.0,1,Pass,None
2026-01-03 20:15:00,B101365,TP-117,EXT-01,B,Hytrel,6.0,4.5,0.75,0.1,0.1,0.12,0,None,Yes,6.841,-0.4658,53.32,182.82,192.16,190.27,200.97,126.96,17.41,17.178,22.64,0.0505,5.868,4.335,0.782,-0.132,-0.165,0.032,2,Fail,ID Out of Tolerance
